,gameId,trialNum,repNum,tangram,playerId,role,numPlayers,text,total_num_words,total_num_chars,_id,index,stageIds,createdAt,target,targetNum,countCorrect,speaker,submitted,correct,response,time,condition,activePlayerCount,gpt_out
0,4eigY5GthWZfxug8D,0,0,G,W2FcmbCnXZFmMLy9v,speaker,6,"arms extended, on leg forward, one leg backwards, both legs on ground, right leg slightly higher, arms are head level, pointed slightly up, back leg is thicc, front leg is a triangle",32,166,,,,,,,,,,,,,rotate,,"['arms extended', 'one leg forward', 'one leg backwards', 'both legs on ground', 'right leg slightly higher', 'arms are head level', 'pointed slightly up', 'back leg is thicc', 'front leg is a triangle']"
1,4eigY5GthWZfxug8D,1,0,I,W2FcmbCnXZFmMLy9v,speaker,6,"one left straight on the floor, back leg pointed back at a 90 degree angle, arms forward, head tilted back, two triangle arms, one arm below the other",28,140,,,,,,,,,,,,,rotate,,"['one left straight on the floor', 'back leg pointed back at a 90 degree angle', 'arms forward', 'head tilted back', 'two triangle arms', 'one arm below the other']"
2,4eigY5GthWZfxug8D,2,0,F,W2FcmbCnXZFmMLy9v,speaker,6,"sat on the floor, knees up to the chest, diamond head, thicc body, like a triangle on a rectangle, they look pensive, like they might be waiting, you can clearly see legs",32,156,,,,,,,,,,,,,rotate,,"['sat on the floor', 'knees up to the chest', 'diamond head', 'thicc body', 'like a triangle on a rectangle', 'they look pensive', 'like they might be waiting', 'you can clearly see legs']"
3,4eigY5GthWZfxug8D,3,0,J,W2FcmbCnXZFmMLy9v,speaker,6,"this is a weird one, the most square kinda body, tiny little triangle arm, only one arm, only one foot, diamond head, ya boi be thicc, his lift side is very rectangular, and right side is where the right arm and leg is, strong penguin vibes",46,222,,,,,,,,,,,,,rotate,,"['the most square kinda body', 'tiny little triangle arm', 'only one arm', 'only one foot', 'diamond head', 'ya boi be thicc', 'his left side is very rectangular', 'right side is where the right arm and leg is', 'strong penguin vibes']"
4,4eigY5GthWZfxug8D,4,0,A,W2FcmbCnXZFmMLy9v,speaker,6,"he's doing that like spooky ghost pose, both arms are together points to the left, like elbows high, hands down, one leg is flat on the floor, the other leg is raised to the right, in a straight line, his head is a square, but as if he looking backwards, Strong zombie vibes",54,256,,,,,,,,,,,,,rotate,,"['spooky ghost pose', 'both arms are together points to the left, like elbows high, hands down', 'one leg is flat on the floor', 'the other leg is raised to the right, in a straight line', 'his head is a square, but as if he looking backwards', 'Strong zombie vibes']"
5,4eigY5GthWZfxug8D,5,0,D,W2FcmbCnXZFmMLy9v,speaker,6,"priest vibes, he's stood up straight, Long sleevy stevey, tiny little triangle foot, diamond head, Religious boi, both arms are together, stood up straight, standing, with real smol hands, not penguin boi, this one's more triangular",38,210,,,,,,,,,,,,,rotate,,"['priest vibes', 'he\'s stood up straight', 'Long sleevy stevey', 'tiny little triangle foot', 'diamond head', 'Religious boi', 'both arms are together', 'stood up straight', 'standing', 'with real smol hands', 'not penguin boi', 'this one\'s more triangular']"
6,4eigY5GthWZfxug8D,6,0,H,W2FcmbCnXZFmMLy9v,speaker,6,"this dudes in a sleeping bag, like a worm with a triangle head, looks real cosy, he's got like, most of his body is straight, then his feet are like point out to the right, yeah little wormy end haha, he's got no arms, he's kinda sitting, no ears, like he's got legs",57,246,,,,,,,,,,,,,rotate,,"['a dude in a sleeping bag', 'like a worm with a triangle head', 'most of his body is straight', 'his feet point out to the right', 'no arms', 'kinda sitting', 'no ears', 'he's got legs']"
7,4eigY5GthWZfxug8D,7,0,L,W2FcmbCnXZFmMLy9v,speaker,6,"he's facing right, he's got one big triangle arm, flat on the top, and he's bent his knees, he's more stood up, but with bent knees, yeah the heads kinda sand timer, but the bottom of it, is flat, but their legs are pointed up, not that one, the one with the flat feet, only to the right, that back is flat",66,280,,,,,,,,,,,,,rotate,,"['he\'s facing right', 'he\'s got one big triangle arm, flat on the top', 'he\'s bent his knees', 'he\'s more stood up, but with bent knees', 'the heads kinda sand timer, but the bottom of it is flat', 'their legs are pointed up', 'the one with the flat feet', 'only to the right', 'that back is flat']"
8,4eigY5GthWZfxug8D,8,0,E,W2FcmbCnXZFmMLy9v,speaker,6,"bunny ears, sat on the floor, head slumped down, no arms",11,50,,,,,,,,,,,,,rotate,,"['bunny ears', 'sat on the floor', 'head slumped down', 'no arms']"
9,4eigY5GthWZfxug8D,9,0,B,W2FcmbCnXZFmMLy9v,speaker,6,"this is tricky, mad shapes, shes goes one arm to the right, that is a big triangle, only just connected, the other arm points to the left, little foot on the left yeah, kneeling yes, thing knees, *thicc",39,184,,,,,,,,,,,,,rotate,,"['mad shapes', 'one arm to the right', 'big triangle, only just connected', 'other arm points to the left', 'little foot on the left', 'kneeling', 'thick knees']"
10,4eigY5GthWZfxug8D,10,0,C,W2FcmbCnXZFmMLy9v,speaker,6,"oh snap, looks like he's mid flight, he's flailing his arms, no legs, He's gonna faceplant, long boi, two arms, a head and a body, arms in the air yeah",33,137,,,,,,,,,,,,,rotate,,"['he's mid flight', 'he's flailing his arms', 'no legs', ""He's gonna faceplant"", 'long boi', 'two arms', 'a head and a body', 'arms in the air']"
11,4eigY5GthWZfxug8D,11,0,K,W2FcmbCnXZFmMLy9v,speaker,6,"oh it's the praying bird, with her little feet point up, arms out pointing right, flat top to the arms, a little hump in the top of her back, feet pointing up yeah, one clear head",37,167,,,,,,,,,,,,,rotate,,"['the praying bird', 'little feet point up', 'arms out pointing right', 'flat top to the arms', 'a little hump in the top of her back', 'feet pointing up', 'one clear head']"
12,4mKoevW3ykd2FDr7L,0,0,B,dWap3TF2ZN4rH5aCK,speaker,6,"arms spread out, kneeling, facing right, look like triangles",9,54,,,,,,,,,,,,,rotate,,"['arms spread out', 'kneeling', 'facing right', 'look like triangles']"
13,4mKoevW3ykd2FDr7L,1,0,L,dWap3TF2ZN4rH5aCK,speaker,6,"facing right, looks like an offering, being made, not fully upright but also not kneeling",15,83,,,,,,,,,,,,,rotate,,"['facing right', 'looks like an offering', 'being made', 'not fully upright', 'not kneeling']"
14,4mKoevW3ykd2FDr7L,2,0,E,dWap3TF2ZN4rH5aCK,speaker,6,"square head with two triangles on top, looks sort of like a bunny, yes to two triangles, kneeling*, looks like sitting if anything",24,122,,,,,,,,,,,,,rotate,,"['square head with two triangles on top', 'looks sort of like a bunny', 'yes to two triangles', 'kneeling', 'looks like sitting if anything']"
15,4mKoevW3ykd2FDr7L,3,0,K,dWap3TF2ZN4rH5aCK,speaker,6,"looks like an offering again, facing right, but the back is not straight, to diamond head, as well, kneeling, triangle pointing out from back",24,129,,,,,,,,,,,,,rotate,,"['an offering facing right', 'the back is not straight', 'diamond head', 'kneeling', 'triangle pointing out from back']"
16,4mKoevW3ykd2FDr7L,4,0,H,dWap3TF2ZN4rH5aCK,speaker,6,"kneeling, facing right, back straight, arms not visible, feet not visible",11,65,,,,,,,,,,,,,rotate,,"['kneeling', 'facing right', 'back straight', 'arms not visible', 'feet not visible']"
17,4mKoevW3ykd2FDr7L,5,0,J,dWap3TF2ZN4rH5aCK,speaker,6,"diamond head, on one side of the body, it is a continuous line, with no bend, facing right i'm guessing, so the left side is a continuous, not really kneeling, the right side has an arm pointing right, yes but with a point, on the bottom right, going inward",50,237,,,,,,,,,,,,,rotate,,"['diamond head', 'on one side of the body, it is a continuous line, with no bend, facing right', 'the left side is a continuous', 'the right side has an arm pointing right', 'on the bottom right, going inward']"
18,4mKoevW3ykd2FDr7L,6,0,A,dWap3TF2ZN4rH5aCK,speaker,6,"square head, legs facing left side, one leg on ground, the other in the air, about 45 degrees, head tilted backwards, on the left side, not that one, the two legs are on facing the same side, on the left",40,185,,,,,,,,,,,,,rotate,,"['square head', 'legs facing left side', 'one leg on ground', 'the other in the air, about 45 degrees', 'head tilted backwards', 'on the left side', 'two legs are on facing the same side', 'on the left']"
19,4mKoevW3ykd2FDr7L,7,0,D,dWap3TF2ZN4rH5aCK,speaker,6,"looks like an offering, facing left side, straight back, its straight from the body, then a triangle neck, and then straight from the body onwards, on the left, it sort of looks like a bowl and then a square underneath it",41,209,,,,,,,,,,,,,rotate,,"['an offering', 'facing left side', 'straight back', 'straight from the body', 'triangle neck', 'straight from the body onwards', 'looks like a bowl', 'square underneath it']"
20,4mKoevW3ykd2FDr7L,8,0,F,dWap3TF2ZN4rH5aCK,speaker,6,"diamond head, the person is sitting down, facing left, looks dejected, legs bent, yes knees up, feet facing slightly upward",20,113,,,,,,,,,,,,,rotate,,"['diamond head', 'the person is sitting down, facing left', 'looks dejected', 'legs bent', 'knees up', 'feet facing slightly upward']"
21,4mKoevW3ykd2FDr7L,9,0,G,dWap3TF2ZN4rH5aCK,speaker,6,"head is looking upwards, facing to the right, one foot is in the air, much larger, very long leg on the ground, facing the opposite direction, it's not the one that looks like a martial artist",37,180,,,,,,,,,,,,,rotate,,"['head is looking upwards, facing to the right', 'one foot is in the air', 'much larger, very long leg on the ground, facing the opposite direction', ""it's not the one that looks like a martial artist""]"
22,4mKoevW3ykd2FDr7L,10,0,I,dWap3TF2ZN4rH5aCK,speaker,6,"its the other image, that was chosen, the martial artist, one leg in the air, the other on the ground, arms facing left",23,109,,,,,,,,,,,,,rotate,,"['martial artist', 'one leg in the air', 'the other on the ground', 'arms facing left']"
23,4mKoevW3ykd2FDr7L,11,0,C,dWap3TF2ZN4rH5aCK,speaker,6,"two arms pointing upwards, no legs visible, the arms are on the left and right of the body respectively, the head is looking upwards",24,126,,,,,,,,,,,,,rotate,,"['two arms pointing upwards', 'no legs visible', 'the arms are on the left and right of the body respectively', 'the head is looking upwards']"
24,57QkWqXASdPMDFRmA,0,0,H,foLY9seHz9WKw4HPk,speaker,6,"looks like half a banana with a diamond on top, no arms, upright, bottom leaning right",16,80,,,,,,,,,,,,,rotate,,"['half a banana with a diamond on top', 'no arms', 'upright', 'bottom leaning right']"
